,Change In Price,Favorites,Retweets,Text,Negative,Neutral,Positive,Compound
2020-10-01,7.399993896484375,4923.666666666667,169.22222222222226,"🤣, Glad to hear your Mom is ok, Good to see. Inspiring for future of space!, The new heat pump in Model Y is what re… Yes, coming soon, Great render! The circumferentia… That’s very hard to do. Have you tried pushing on the c… It’s cool &amp; for sure can &amp; should be done, but I suspect its best cas… Weld esthetics will improve greatly in upcoming Starships",0.049,0.651,0.3,0.9598
2020-10-02,-6.300018310546875,10204.444444444445,366.16666666666674,"I agree with Lex, Glad you’re ok!, Haha, Thanks for waiting!, Next year for sure, Great, Browns… Average latency will improve as more sat… Very s… Yes, Starlink is design… Probably 5 or 6 with an optimized tanker, a… Starlink will be a revolution in connectivity, esp… Yeah, Great letter! It will be increasingl… The ship rings are thicker than they need to be (for… It’s next-level",0.0,0.606,0.394,0.9859
2020-10-05,2.329986572265625,11777.636363636364,640.7272727272727,"Turn volume to 11 &amp; play Powerglide in your Tesla FSD will solve these issues,Music volume on a Tesla goes to 11, because it’s louder than 10 One of my favorite writers. Foundation is tough to make into a movie, but has outstanding potential., , Young Frankenstein this weekend. Still awesome. Ovaltine? The remake has the potential to be great. I kinda liked the original tbh, but it’s possible to take it up a level.,Hollywood should just start with the sequel &amp; skip the original, because financials, This article is wildly incorrect about lithium battery costs by a factor of 5 or more presently &amp; 10X long-term, Pretty wild,…",0.01,0.718,0.273,0.9876
2020-10-06,-9.80999755859375,11582.916666666664,2093.083333333333,"Great photo!, It will soon,RT Falcon 9 launches 60 Starlink satellites to orbit, completing SpaceX's 43rd flight of a previously flown rocket booster Once these satellites reach their target position, we will be able to roll out a fairly wide public beta in… Deployment of 60 Starlink satellites confirmed We’re not seeing notable differences yet. I think the boosters could probably do 100+ reflig… Roughly a week or two turnaround is all that’s needed to meet max launch demand. Starship S… Ahem, yes, it was the 3rd flight of this booster &amp; 3rd flight for active half of fairing. Aiming for… flight &amp; landing for this booster minutes from launch. Looks good so far. So crazy to subsidize pollution! This is not good for people, especially in dense cities with heavy… It’s a step in the right direction, but they should really aim for full reusability by 2026. Larger ro…",0.021,0.901,0.078,0.7619
2020-10-07,5.42999267578125,3341.5161290322585,235.64516129032262,"Yes, Autopilot team is making great progress. Reality sure is complicated!, Aspiring to have no flame diverter in Boca,… We do have giant steel balls haha, We just completed a financing round, but will let you know when there is another one, I definitely need to try these tasty cakes &amp; pastries on my next visit!, Mass ratio. Liquid oxygen is much denser than liquid m… Had the most amazing kebab ever just outside of Tacheles. Too… döner kebab, You’re most welcome!, High bay should be finished (except for the giant gantry crane) within… That looks tasty!, The crash absorption rails can be cut off &amp; replaced with a bolted part for collision repair, Sandy Munro understands engineering, That would be like licensing Battlestar Galactica. Actually buil… Yes, the Gigafactory is the hardest &amp; most critical product, Battery pack will be a bonded structure with cells providing shear transfer b… But now we understand production much better. It will be our primary competitive advantage long-term., Even GM &amp; Chrysler went bankrupt in 2009. Ford and Tesla are the only US car companies t… The Model 3 production ramp was sheer agony for two years, but that was do or die for Te… Bringing a new product to volume production is 1% inspiration &amp; 99% perspiration. You do st… Marginal cost of Starship mass to orbit should be well under $100/kg. Fully burdened cost depends on flight rate., Prototypes are a piece of cake, but high volume production of a new technology is extremely hard. Ta… We do expect to make heavy use of LFP for medium range cars &amp; stationary storage, Berlin will use 4680 cell with structural battery pack &amp; front &amp; rear single piece castings. Also, a… They are, I do so wish that more companies would put down their spreadsheets for a moment and focus on making… 7 bar absolute, which is fine for… Cryo pressure test succeeded, but a small le… One of the best shots ever!, Much sooner",0.096,0.752,0.152,0.9681
2020-10-08,-12.519989013671875,4349.357142857143,1016.3571428571428,"Maybe this should be the flag of Mars, Additive manufacturing of parts is still far too costly for cars, but can rapidly create tooling to accel… Pretty much, but I think it may end on a high note,RT Starman, last seen leaving Earth, made its first close approach with Mars today—within 0.05 astronomical units, or under 5 mill…, Meant to say that it should be fixed in the latest wide release. Won’t need to wait for FSD., It should be, Exactly. We barked up that tree for way too long (sigh). Gives a false sense of… Yes, we will play sexy snake jazz 🤣, Yes, Yeah, provided we do our metal gear snake autocoupler, Waymo is impressive, but a highly specialized solution. The Tesla approach is a general solution. The lat… Yeah, we could put in a setting allowing it to drop as low as 5%, Great render. Note, there will need to be an arm… Mimecraft",0.035,0.727,0.238,0.991
2020-10-09,3.8699951171875,4846.88888888889,297.6666666666667,"Tiles will be… Compilers need to improve imo. Most type, pointer (or other memory) problems can be detected at comp… I’m proud to say that that nose is pointier than it needs to be haha,RT We put the 2020 Model Y Long Range electric SUV on our test track to find out what it can do—and it turns out, well,…, Norway leads the world, Passed cryo proof, , Yeah, it’s not a contest. Advanced casting crushes best-case 3D printing, but casting doesn’t work wel… Great pics!",0.056,0.82,0.124,0.8112
2020-10-12,0.29998779296875,4656.9,253.4,"Good grief! SpaceX is getting zero money for this. Starship is designed to carry people &amp; cargo around Ear… With FSD, we got stuck in a lot of local maximums, which wasn’t clear until we hit the ceiling. This time, it’s right., Thank you, much more accurate haha, This graph appears to be upside down, Sheer magnitude of the entire production system is hard to appreciate. Almost every element of productio… Will release order configurator probably in Jan, Limited FSD beta releasing on Tuesday next week, as promised. This will, at first, be limited to a s… The SoC’s sync with each other 20 to 30 times/sec, exchanging output of NNs that should be in… Tesla FSD computer’s dual SoCs function like twin engines on planes — they each run different neural nets… Accurate analysis. Quite a few ego/intelligence&gt;&gt;1 people in your comment thread haha. Neither MobilEye… !, Glad Jen is safe!, Wow, Uh ok, here we go …, I don’t think this is accurate, Yeah, there are lite… Even if half that amount, it’s still a big deal!, 🤣🤣, I have seen no evidence of an advanc… We face a tough dichotomy of applying resources to the old architecture or applying them to the ne…",0.073,0.788,0.139,0.952
2020-10-13,3.29998779296875,29573.615384615387,2708.692307692308,"Or maybe 2 weak turrets to allow more strategic degrees of freedom, Please buff Torb’s turret!, Um … yes, I have Goosebumps 2 merch. Not sure how tbh., HG2G, LotR,🤘 The Illuminaughty 🤘, Knee deep,RT This will be the first flight of the upgraded cargo version of Dragon, which is able to carry 50% more science payloads than th…,RT The Dragon spacecraft supporting SpaceX’s 21st cargo resupply mission to the departed our Hawthorne factory last…, Yeah, At least success is in the set of all possible outcomes this time!, Diess is doing his best to move in the right direction, but he’s in a tough position wi…",0.046,0.807,0.147,0.8574
2020-10-14,11.519989013671875,42939.36842105263,3624.2105263157896,", Also, system should autodelete old data automatically by default, Table in tension, Yes, Starting production on 7 seater next month, initial deliveries early December,The gauntlet has been thrown down! The prophecy will be fulfilled. Model S price changes to $69,420 tonight!, Congratulations!, Making progress,9 meter or roughly 30 ft diameter,Will be less roomy with 3 vacuum rocket engines added It’s still there, but focus is Vegas &amp; Prufrock, our new tunneling machine, For sure, Maybe a month or so. Some finishing touches need to be done on the stations., We simplified this a lot. It’s basically just Teslas in tunnels at this point,… Sweet …, Yes. Everything is slow to a phased array antenna., Nice,“What is love? Baby don’t hurt me.”— Winston Churchill",0.046,0.8,0.154,0.9401
2020-10-15,-1.42999267578125,1919.5,69.5,"You never know, After",0.0,1.0,0.0,0.0
2020-10-16,-14.769989013671875,10992.7,598.7,"London to Beijing would be cool, Wow, that would be quite a trip!, That’s my kid haha,møtør trèndé Looks like snoopy, Current production is slightly better, Doesn’t seem to be any life in this solar system. Maybe under the ice of Europa or… Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report Very creative, That free fusion reactor in the sky conveniently converts ~4 million tons of mass into energy every second…",0.029,0.722,0.249,0.9575
2020-10-19,-15.410003662109375,3853.5,920.0,Yes. We also have to consider population life-months lost from lockdowns &amp; other restriction… Sweden at zero deaths Oct 15,0.1,0.783,0.117,0.1027
2020-10-20,-9.80999755859375,54158.5,3005.5,"FSD beta rollout happening tonight. Will be extremely slow &amp; cautious, as it should.,Data from 3 engine Starship static fire this morning looks good. Proceeding with nosecone mate.",0.131,0.775,0.094,-0.0422
2020-10-21,-0.05999755859375,18351.55555555556,824.1111111111112,"Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle f… Cold gas for now, hot later, I mean, ya gotta have a tiki bar …,Starship nosecone, high bay &amp; tiki bar …, After it gets to orbit a few times, Got a little melty tbh :), Those engines could go 300 bar, but would be dicey. Pushing it for near-term tests doesn’t achieve… Raptor has now run for 90 secs at 300 bar chamber pressure before encountering issues. 210 mT-F sea…",0.036,0.964,0.0,-0.4753
2020-10-22,-16.1300048828125,12119.0,445.45454545454544,"Price change is pushed to Thursday next week. Applies only to US for now. One week clock will start in other countr… There will be a 360 deg glass Star Bar (name tbd) at top of high bay, Well, we have said many times that the price will rise as the product functionality improves. How much ti… Agreed. Are these performance tires?, Just a small-seeming issue with loss of upper stage camera. Probably nothing serious, but standing down to… Sure,Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday, As soon as we complete testing &amp; regulators approve. So many differe… Yes, Haha, Dependent on proving high safety",0.03,0.823,0.146,0.921
2020-10-23,-1.209991455078125,6829.714285714284,214.28571428571428,"Sure, I’m in Boca every week, so maybe we could talk th… Good point. Probably next week in form of a written piece on SpaceX website., Great pics! That we now have the beginnings of a Starship production system is most meaningful., Yup. With beta updates, there’ll be a lot of 2 steps fwd, 1 step back situations, but pace of improv… Working on it. Also needs to be able fart at other cars on command., Starship is coming together!",0.0,0.914,0.086,0.6941
2020-10-26,8.649993896484375,3470.0,401.5,"Well, tbh, our capex efficiency in 2017 was trash , Testing for covid is a license to print money",0.0,0.765,0.235,0.5574
2020-10-27,0.91998291015625,7081.857142857143,180.14285714285714,"To the best of my knowledge, literally zero equipment was usable without major repairs or upgra… All that was left were broken bots &amp; equipment hardly worth the scrap metal value. But we scrounged up spa… And there were actually zero employees in the factory after GM/Toyota left. They took all good equipment &amp;… Bettern nothin or ur back!, , Tesla team has done great work!",0.04,0.757,0.203,0.9134
2020-10-28,-10.46002197265625,30783.636363636364,1817.0,"Little crane: “Am I just a toy to you!?”, 🤣🤣,Come here … no, come, here ,Wow, this mayo sure is salty!, Max Payne was great on many levels. Silent Hill good too.,Jack in the Box should do double duty as a sperm donor clinic — name is , One of the best games ever, FEAR 1 with modern graphics &amp; sound would rock, Ok :), All games in this thread are far scarier &amp; more creatively so than any horror movie, FEAR 2 is best imo. Also Dead Space 2. They will haunt your dreams.",0.175,0.608,0.216,0.6056
2020-10-29,0.8699951171875,25196.90909090909,1833.8181818181815,"Future AI will appreciate this, Truth is stranger than fiction, , Urf is so smōl, For a long time,Truth be told, I’ve eaten at JitB many times over the years, even the teriyaki bowl,Might buy a Jack in the Box footstool, Approximately, log(rate), Same bot, just change setting to “combat”, Well, being a phased array antenna, it is actually rather flat!,Tesla should make catgirl robots?",0.0,0.883,0.117,0.7729
2020-10-30,-18.8599853515625,9979.2,213.2,"Small fry. The sun converts over 4 million tons of mass to energy every second., Accurate, Some challenges with high winds. Looks like Sunday for static fire., Great shot!",0.0,0.7,0.3,0.8516
2020-11-02,6.510009765625,19962.666666666668,840.7777777777777,"Canada and Norway are next after we get US out of early beta!, Didn’t realize that was possible. No problem if there’s a way get current design Cybertruck approved in Europe!, As soon as we get country approval. This is required for each country individually, as no EU-wide approval… Lower latitude states need more satellites in position, so probably January,Several thousand more Starlink beta participation invitations going out this week, New design is better with many minor tweaks. Even the small details matter., Haha,Very close to actual expected flight! I could not be more excited about the new supercollider! That said, while it is considerably larger,…",0.108,0.817,0.075,-0.4443
2020-11-03,14.16998291015625,11595.7,574.0,"Yeah, that will be relatively easy, as so few users out in the ocean, Yes, although I didn’t expect the stock to rise so much so… Super appreciate your support, Steve! That convertible loan gave us 6 months of runway.… Closest we got was about a month. The Model 3 ramp was extreme stress &amp; pa… I put in my last money, even though I thought we would still fail. But, it was eithe… That funding round completed 6pm on Christmas Eve in 2008. Last hour of last day possible, as investo… Yes, Lowering Starlink terminal cost, which may sound rather pedestrian, is actually our most difficult technical challenge, As soon as we get regulatory approval. Hopefully, around middle of next year., Right now, it takes about 5 mins to set up, but, with future improvements, probably less than 3 mi…",0.051,0.8,0.149,0.8862
2020-11-04,-9.639984130859377,2832.0,130.0,"Einstein was great, but did not succeed at engineering (and he tried)",0.215,0.625,0.159,-0.2244
2020-11-05,9.790008544921877,32751.5,1716.75,"Awaiting approval from Canadian authorities,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns Stop being a chad, Uh … Chad wtf",0.188,0.719,0.093,-0.4926
2020-11-06,-6.149993896484375,50542.66666666666,4299.583333333333,", Just looking for problem-solvers who get things done with a high sense of urgency. Don’t care if or where they went to school.,When sending your resume, please describe a few of the hardest problems you solved &amp; exactly how you solved them,A New Banner is needed Neither hard left nor right, Another fine day in the simulation …, Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other… Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it to… is ten times better than 42,🤗,RT Deployment of GPS III-4 confirmed Falcon 9’s first stage lands on the Of Course I Still Love You droneship Liftoff!",0.033,0.794,0.173,0.9509
2020-11-09,-18.239990234375,28576.529411764703,1741.9411764705883,"I do expect this to become an important product for the world, but probably not financially material for Tesla, There’s no entry… Tesla makes the RNA Bioreactor that can make vaccines / cures. CureVac has version 2 in use.… Crew Dragon and Falcon 9 in the hangar at Launch Complex 39A ahead of launching four astronauts to the liftoff…, Checking, I just hope this game doesn’t twist itself to tedium out of fear of being canceled,RT Rumor has it that ""Austin Chalk"" is geologically one of best soils for tunneling. Want to find out? Austin jobs now avai…, you can have my damn cookie! should be a browser setting, Thanks to a lot of great Autopilot/AI hardware &amp; software engineers at Tesla!, For sure, Will be worth it, Exactly, Sure, Actually, it’s still there Wait until you see what Cybertruck will do, This is accidental. Will be back shortly.",0.07,0.75,0.179,0.9625
2020-11-10,-9.730010986328123,36542.5,2607.5,"It is an honor that they would choose to work with me. I strive to ensure that the companies enable… a privilege to work with people I like &amp; respect so much. I feel blessed.,RT The Flight Readiness Review for the Crew-1 mission to the has concluded, and and are GO t…,RT Falcon 9 and Crew Dragon vertical on Launch Complex 39A Probably, Happy to see this :)",0.0,0.704,0.296,0.9686
2020-11-11,0.67999267578125,2146.0,1715.5,RT Crew access arm swings into place Yes,0.0,0.722,0.278,0.4019
2020-11-12,-3.28997802734375,21509.2,2609.2,"🤣🤣,RT Tesla tops list of 2020’s Most Attractive Employers for US engineering students Astronauts fly to on Sat night from Cape. First operational flight of Crew Dragon. Luck is the best superpower,RT Thank you to all those who have served and sacrificed #VeteransDay",0.0,0.701,0.299,0.945
2020-11-13,-2.350006103515625,49964.75,7528.071428571428,"This a great reference! Worth a read.,Case closed Fwiw, lab I just spoke to thinks below 30 is accurate, 30 to 40 gets dicey &amp; above 40 is bs. Will talk to… I just spoke to said cov2 PCR detection (N1 &amp; N3 genes) below 30 cycles is reliable &amp; above 40 cycles is not, Note, this is not the spike protein. They don’t consider that reliable., Just spoke directly to a testing lab. Their main PCR search is for the N1 gene, unique… Strange, Possible explanation for the dramatic decline in cold &amp; flu prevalence vs prior years. If someone comes… Moreover, lower the true prevalence, the higher the false positive number will be. This sounds obvious,… From Sure is,Would be great to hear from people who know a lot about the PCR testing industry. What’s the approximate false posi… Interesting, Interesting,What is the general population (no knowledge of symptoms) accuracy of a sars-cov2 PCR test &amp; is it possible to gene… A good PCR test should identify if I have the cov2 spike proteins, although I have heard s… Mild sniffles &amp; cough &amp; slight fever past few days. Right now, no symptoms, although I did take NyQuil., Technically, I tested positive, then negative twice, then positive again, so “Elon Musk Tests Negati… carousel turns ever faster, Yup, Exactly, Symptoms of a typical cold. Nothing unusual so far., If it’s happening to me, it’s happening to others. I’m getting PCR tests from separate labs. Results will take about 24 hours.,Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two cam… Burst disk worked, so vehicle appears to be ok. We’ll have to swap out at least one of the engines., Maybe melted an engine preburner or fuel hot gas manifold. Whatev… We lost vehicle pneumatics. Reason unknown at present. Liquid oxygen header tank pressure is risin…",0.06,0.826,0.114,0.9603
2020-11-16,-0.839996337890625,45615.58333333334,1871.75,"Toss a bitcoin to ur Witcher , ,RT Enter the Crew Dragon. At 4:48 p.m. EST (9:48 p.m. UTC), the NASA Crew-1 astronauts give you a LIVE tour of their space…, CureVac, Moderna &amp; a few others. Tesla makes the machine CureVac uses to go from kn… Creating synthetic mRNA for cures/vaccines is the future of medicine imo. Turns it (mostly) into a… Haha, Great thread, I’m ok, thanks for asking. No symptoms for past few days, apart from fatigue. Unless something chang… in 5 minutes, Yeah, with cooling channels integrated into the chamber walls,The same propellant is used either for abort or for orbital maneuvering, as one use obviates the other",0.035,0.826,0.139,0.9081
2020-11-17,-18.560028076171875,9568.214285714286,932.5714285714287,"Deus ex machine learning It’s designed to make life multiplanetary, otherwise extreme overkill for mere Earth sector activity!… More like he gave it his blessing. It was sort of a groundswell of those who believed… in Verba Indeed, Dojo/Doge, Yeah, looks like marginal cost of launch will be less than $1M for more than 1… Exactly, Merlin is a strong local maximum design, but kerosene is suboptimal fuel, no matter what… Yes, but from a visiting American. Ah, the irony is just too much!!, Yeah, PCR Ct was unequivocal at &lt;20. Doesn’t matter what m… Maybe making some notable changes. Will wait until figurative &amp; literal dust settles., Pretty close. Definitely feel if I take DayQuil. Frankly, this was one… Avionics cables moving to steel pipe shields &amp; adding water-cooled steel pipes to test pad, About 2 secs after starting engines, martyte covering concrete below shattered, sending blades of… The most amazing thing about rocket engines is that they *sometimes* don’t blow up! The… We should just count the atoms at this point, Absolutely. Production/testing of rocket engines is over 90% of… Our first Merlin engine design was really bad tbh. Nothing worked well… Maybe *I* just love irony haha, They’re on their way! Hopefully, more Teslaquila next month., Special permission received from Stonecutters Guild! Fate Irony, Well said., Damn, that’s not easy! I spent quite a bit of time looking at Russian/Ukrainian engines. They’re good., Yes,RT Docking confirmed – Crew Dragon has arrived at the",0.079,0.739,0.182,0.9831
2020-11-18,38.29000854492188,14733.85,508.05,"Let the Martians decide their own future, A lot of my brain space is spent dealing with both units!, Terraforming will be too slow to be relevant in our lifetime. However, we can establish a human base… That is certainly the intention!, The only publicly traded stock I own is Tesla, Wise words from Bogle. The point of companies is products &amp; services. They have no point in &amp; of thems… No, just a mild cold. Same with my bro. Def had cov2 though. Pc&lt;20 means viral… Life in glass domes at first. Eventually, terraformed to support life, like Earth., Yeah, I was going to say “Sim!”, but that seemed too obvious haha, Deveras!, And cases with high (non-infectious) Ct should quarantine for a few days, while getting another test. Seco… So many things you want &amp; some you didn’t know you wanted, Maybe a little Mercy … holiday software release is , ,Cobra Kai is a deep cut, It’s all cake &amp; someone took a bite, There is such a thing as too much sentience",0.033,0.847,0.12,0.9282
2020-11-19,7.269989013671875,2698.090909090909,101.72727272727272,"Yup, Change out a few parts, otherwise fine, Caution strongly advised with SPACs, Sure, Haha sexy cropping champion of all time, If next week’s release looks good, we will widen beta, Unfortunately, there are too many rules around liquor distribution, even in the US.… Next week’s release is special. Lot of fundamental improvements, both important bug fixes &amp; entire n… 13 years &amp; $11 billion … wow, Safety is our primary design goal, Fully",0.025,0.626,0.348,0.9806
2020-11-20,-8.3800048828125,6309.2,211.33333333333331,"There will always be upgrades, It will be better than human vision by quite a margin, Reality looks like a strange ghost-world at radar wavelengths.… Exactly, This is a misperception. SpaceX developed &amp; continues to use lidar for Dragon docking with… One day we will fly you on Starship, Well done!, I can’t comment on turbopump internal details, but you’re roughly in the ballpark. Wow, roc… To be clear, this was just an XPeng problem. Other companies in China have not done this., Andrej is awesome, but it should be said that we have a very talented Autopilot… Yeah. They stole Apple’s code too. They have an old version of our software &amp; don’t have our NN inference computer, Wild times!, Congrats!, .",0.035,0.752,0.213,0.9777
